"y","d","h","sap.mm.day"
2009,190,6,0.265873572
2009,190,7,1.14878412
2009,190,8,2.677587648
2009,190,9,3.994584792
2009,190,10,4.851702936
2009,190,11,5.716927416
2009,190,12,6.524339208
2009,190,13,7.252945344
2009,190,14,7.025736216
2009,190,15,7.45475742
2009,190,16,7.308009252
2009,190,17,6.721845984
2009,190,18,5.501151336
2009,190,19,3.64468638
2009,190,20,1.762631472
2009,190,21,0.798896508
2009,190,22,0.382232796
2009,190,23,0.183418452
2009,190,24,0.076683936
2009,191,1,0.219343956
2009,191,2,0.15184218
2009,191,3,0.10312776
2009,191,4,0.069516264
2009,191,5,0.039315792
2009,191,6,0.016371816
2009,191,7,0.200548236
2009,191,8,2.650233216
2009,191,9,5.300442924
2009,191,10,6.85957446
2009,191,11,7.783864308
2009,191,12,8.534465232
2009,191,13,8.709915
2009,191,14,8.522273784
2009,191,15,8.238678672
2009,191,16,7.785856284
2009,191,17,6.629382624
2009,191,18,5.399145516
2009,191,19,3.952879848
2009,191,20,2.190706752
2009,191,21,1.185133296
2009,191,22,0.770590596
2009,191,23,0.518511972
2009,191,24,0.371409084
2009,192,1,0.362689344
2009,192,2,0.283275432
2009,192,3,0.208938348
2009,192,4,0.158670792
2009,192,5,0.115876116
2009,192,6,0.080787048
2009,192,7,0.041153256
2009,192,8,0.312524772
2009,192,9,2.756764524
2009,192,10,5.598086088
2009,192,11,7.45181712
2009,192,12,8.765798532
2009,192,13,9.236018856
2009,192,14,9.141012036
2009,192,15,8.78395926
2009,192,16,8.035979952
2009,192,17,7.74234306
2009,192,18,6.325431036
2009,192,19,4.424715516
2009,192,20,2.386188984
2009,192,21,1.591683912
2009,192,22,1.105965
2009,192,23,0.936174168
2009,192,24,0.892772184
2009,193,1,0.184324476
2009,193,2,0.129188196
2009,193,3,0.132085404
2009,193,4,0.176873736
2009,193,5,0.23791404
2009,193,6,0.394920012
2009,193,7,1.331894052
2009,193,8,2.63415258
2009,193,9,4.6421022
2009,193,10,6.051565944
2009,193,11,7.091922672
2009,193,12,7.569462408
2009,193,13,7.312494456
2009,193,14,7.335996756
2009,193,15,7.248752472
2009,193,16,6.176030796
2009,193,17,5.562797844
2009,193,18,4.842056832
2009,193,19,3.087059964
2009,193,20,1.748377704
2009,193,21,0.9228375
2009,193,22,0.478865676
2009,193,23,0.19737486
2009,193,24,0.076042152
2009,194,1,0.48943188
2009,194,2,0.57297204
2009,194,3,0.612939852
2009,194,4,0.351397752
2009,194,5,0.18930774
2009,194,6,0.130965768
2009,194,7,0.12685872
2009,194,8,0.612469164
2009,194,9,2.832507564
2009,194,10,4.814604744
2009,194,11,4.628885076
2009,194,12,1.968769404
2009,194,13,1.112876412
2009,194,14,1.139694444
2009,194,15,1.039835256
2009,194,16,0.90143706
2009,194,17,0.690059988
2009,194,18,0.489572352
2009,194,19,0.299293872
2009,194,20,0.189280572
2009,194,21,0.12550914
2009,194,22,0.08360214
2009,194,23,0.050524188
2009,194,24,0.046489152
2009,195,1,0.080141424
2009,195,2,0.065056788
2009,195,3,0.05157756
2009,195,4,0.039949788
2009,195,5,0.040528248
2009,195,6,0.04005648
2009,195,7,0.033209184
2009,195,8,0.04582152
2009,195,9,0.231378732
2009,195,10,2.410600932
2009,195,11,5.63608284
2009,195,12,7.71594504
2009,195,13,8.610223908
2009,195,14,8.907701484
2009,195,15,8.724644628
2009,195,16,8.285559888
2009,195,17,7.594120872
2009,195,18,6.534807576
2009,195,19,4.488874704
2009,195,20,2.394593976
2009,195,21,1.29059466
2009,195,22,0.752636268
2009,195,23,0.465776784
2009,195,24,0.335560716
2009,196,1,0.32208264
2009,196,2,0.252914472
2009,196,3,0.19385928
2009,196,4,0.148824804
2009,196,5,0.114780816
2009,196,6,0.057538584
2009,196,7,0.035844432
2009,196,8,0.259138692
2009,196,9,3.587080608
2009,196,10,7.129432044
2009,196,11,8.487533244
2009,196,12,9.100052124
2009,196,13,9.491441856
2009,196,14,9.366161592
2009,196,15,9.077550012
2009,196,16,8.714063916
2009,196,17,8.109803556
2009,196,18,6.807286428
2009,196,19,4.859595996
2009,196,20,2.65669698
2009,196,21,1.630869132
2009,196,22,1.113866004
2009,196,23,0.820555464
2009,196,24,0.63321354
2009,197,1,0.172220352
2009,197,2,0.093846312
2009,197,3,0.049755636
2009,197,4,0.030980712
2009,197,5,0.046274196
2009,197,6,0.09378588
2009,197,7,0.39867144
2009,197,8,1.847494728
2009,197,9,4.71180042
2009,197,10,6.893001996
2009,197,11,7.964581488
2009,197,12,8.533552428
2009,197,13,8.23422822
2009,197,14,8.15433714
2009,197,15,5.369124864
2009,197,16,1.675218792
2009,197,17,1.034209644
2009,197,18,1.162459476
2009,197,19,1.36515426
2009,197,20,0.855479832
2009,197,21,0.395750604
2009,197,22,0.208293888
2009,197,23,0.11842194
2009,197,24,0.066183336
2009,198,1,0.250812108
2009,198,2,0.215045448
2009,198,3,0.185234256
2009,198,4,0.169053096
2009,198,5,0.148784136
2009,198,6,0.118680528
2009,198,7,0.098733504
2009,198,8,0.462896664
2009,198,9,3.905592732
2009,198,10,6.491971536
2009,198,11,7.766330976
2009,198,12,8.721554268
2009,198,13,8.78654898
2009,198,14,8.686267716
2009,198,15,8.566466328
2009,198,16,6.898200684
2009,198,17,2.57673024
2009,198,18,1.987010664
2009,198,19,1.545816108
2009,198,20,1.2814593
2009,198,21,0.98837718
2009,198,22,0.836339976
2009,198,23,0.847716852
2009,198,24,0.74052504
2009,199,1,0.402158928
2009,199,2,0.309838992
2009,199,3,0.37646838
2009,199,4,0.316215816
2009,199,5,0.249489984
2009,199,6,0.189208776
2009,199,7,0.15879168
2009,199,8,0.200963064
2009,199,9,0.482738448
2009,199,10,1.111171692
2009,199,11,3.749226384
2009,199,12,6.652473828
2009,199,13,6.977744748
2009,199,14,7.483006056
2009,199,15,7.053386112
2009,199,16,6.909819072
2009,199,17,5.866470912
2009,199,18,3.834170328
2009,199,19,2.561263584
2009,199,20,1.268600172
2009,199,21,0.742496988
2009,199,22,0.512898936
2009,199,23,0.334965576
2009,199,24,0.220540008
2009,200,1,0.290415732
2009,200,2,0.268126824
2009,200,3,0.267198132
2009,200,4,0.131415648
2009,200,5,0.093259872
2009,200,6,0.068401296
2009,200,7,0.08039532
2009,200,8,2.432689284
2009,200,9,3.396544836
2009,200,10,3.948221724
2009,200,11,6.865718412
2009,200,12,8.121998256
2009,200,13,7.220279292
2009,200,14,8.006875644
2009,200,15,8.117728116
2009,200,16,7.659141684
2009,200,17,7.55291802
2009,200,18,5.712482592
2009,200,19,3.707566788
2009,200,20,2.057056632
2009,200,21,1.134319512
2009,200,22,0.730654464
2009,200,23,0.505105404
2009,200,24,0.38403126
2009,201,1,0.19794846
2009,201,2,0.149400684
2009,201,3,0.11874564
2009,201,4,0.090315048
2009,201,5,0.0682746
2009,201,6,0.0450069
2009,201,7,0.089952516
2009,201,8,0.771032028
2009,201,9,3.55392066
2009,201,10,5.804593944
2009,201,11,6.651545256
2009,201,12,5.88571596
2009,201,13,4.246267368
2009,201,14,6.444329868
2009,201,15,6.376608228
2009,201,16,5.846876928
2009,201,17,4.072529604
2009,201,18,2.628581964
2009,201,19,1.246861656
2009,201,20,0.600888204
2009,201,21,0.354959028
2009,201,22,0.22847214
2009,201,23,0.221276796
2009,201,24,0.159413388
2009,202,1,0.19704024
2009,202,2,0.167794044
2009,202,3,0.145942116
2009,202,4,0.132146436
2009,202,5,0.082432776
2009,202,6,0.071682828
2009,202,7,0.084677148
2009,202,8,0.115293468
2009,202,9,0.177163056
2009,202,10,0.547240716
2009,202,11,3.867136716
2009,202,12,6.480494076
2009,202,13,8.489699604
2009,202,14,8.693331444
2009,202,15,8.531078652
2009,202,16,8.118037488
2009,202,17,7.666813188
2009,202,18,7.247782224
2009,202,19,4.958623788
2009,202,20,2.871340416
2009,202,21,1.568518188
2009,202,22,0.98794026
2009,202,23,0.595417416
2009,202,24,0.431496108
2009,203,1,0.350570304
2009,203,2,0.25781052
2009,203,3,0.213434532
2009,203,4,0.153469308
2009,203,5,0.0935838
2009,203,6,0.062582964
2009,203,7,0.040688784
2009,203,8,0.777363432
2009,203,9,4.845803748
2009,203,10,7.846439268
2009,203,11,8.301155472
2009,203,12,9.210380568
2009,203,13,5.7366246
2009,203,14,4.789645464
2009,203,15,5.676442524
2009,203,16,7.589700864
2009,203,17,6.677683056
2009,203,18,3.681601368
2009,203,19,2.09500608
2009,203,20,1.4671917
2009,203,21,0.96090474
2009,203,22,0.697776636
2009,203,23,0.553102692
2009,203,24,0.494204856
2009,204,1,0.223125336
2009,204,2,0.177485688
2009,204,3,0.136153344
2009,204,4,0.092184588
2009,204,5,0.060222852
2009,204,6,0.033017388
2009,204,7,0.015477216
2009,204,8,0.119328192
2009,204,9,1.61120676
2009,204,10,4.477945848
2009,204,11,7.151025132
2009,204,12,7.673914596
2009,204,13,8.026283844
2009,204,14,8.158909212
2009,204,15,8.697451692
2009,204,16,8.206317264
2009,204,17,6.92251566
2009,204,18,4.735736196
2009,204,19,2.212941624
2009,204,20,1.129437036
2009,204,21,0.796670472
2009,204,22,0.571763004
2009,204,23,0.441753312
2009,204,24,0.349203408
2009,205,1,0.257216532
2009,205,2,0.178647996
2009,205,3,0.141693696
2009,205,4,0.110185908
2009,205,5,0.151302132
2009,205,6,0.119288604
2009,205,7,0.10394088
2009,205,8,0.149350188
2009,205,9,1.860463716
2009,205,10,5.505166752
2009,205,11,6.895296888
2009,205,12,7.339516848
2009,205,13,7.603245252
2009,205,14,5.38521252
2009,205,15,5.454855648
2009,205,16,7.660777632
2009,205,17,7.605916656
2009,205,18,6.025940364
2009,205,19,3.959384028
2009,205,20,2.177335836
2009,205,21,1.051547292
2009,205,22,0.561659064
2009,205,23,0.33496896
2009,205,24,0.211420404
2009,206,1,0.210383148
2009,206,2,0.145342644
2009,206,3,0.101228316
2009,206,4,0.075488316
2009,206,5,0.065975316
2009,206,6,0.04398048
2009,206,7,0.053543136
2009,206,8,0.09115002
2009,206,9,0.446607612
2009,206,10,3.618853164
2009,206,11,6.86262612
2009,206,12,8.327153868
2009,206,13,9.024506724
2009,206,14,9.437884152
2009,206,15,9.37515558
2009,206,16,7.837890012
2009,206,17,4.000941336
2009,206,18,5.177121876
2009,206,19,3.086324676
2009,206,20,1.529082564
2009,206,21,0.963091104
2009,206,22,0.714713124
2009,206,23,0.556527384
2009,206,24,0.470970468
2009,207,1,0.181050432
2009,207,2,0.114097512
2009,207,3,0.064355844
2009,207,4,0.034765044
2009,207,5,0.015857568
2009,207,6,0.02259876
2009,207,7,0.07471128
2009,207,8,1.248703812
2009,207,9,4.842508008
2009,207,10,7.139538804
2009,207,11,8.21607972
2009,207,12,8.748760908
2009,207,13,8.800819416
2009,207,14,8.67303624
2009,207,15,8.387179176
2009,207,16,6.562495212
2009,207,17,2.265208632
2009,207,18,1.827670548
2009,207,19,2.533468968
2009,207,20,1.175206848
2009,207,21,0.644992848
2009,207,22,0.413979048
2009,207,23,0.317144136
2009,207,24,0.207320856
2009,208,1,0.191314812
2009,208,2,0.14286882
2009,208,3,0.103265208
2009,208,4,0.069246288
2009,208,5,0.041315244
2009,208,6,0.027808536
2009,208,7,0.029091996
2009,208,8,1.0617888
2009,208,9,3.433983864
2009,208,10,5.939905404
2009,208,11,7.599407868
2009,208,12,8.379253956
2009,208,13,7.256751768
2009,208,14,2.56941696
2009,208,15,1.09645566
2009,208,16,1.240739268
2009,208,17,3.165522108
2009,208,18,4.125968928
2009,208,19,2.680500144
2009,208,20,1.164859272
2009,208,21,0.73043838
2009,208,22,0.460149948
2009,208,23,0.393334476
2009,208,24,0.365432904
2009,209,1,0.386481528
2009,209,2,0.270509844
2009,209,3,0.228238116
2009,209,4,0.165134172
2009,209,5,0.102322776
2009,209,6,0.06607128
2009,209,7,0.075483708
2009,209,8,0.367804416
2009,209,9,3.090642888
2009,209,10,6.72823386
2009,209,11,8.133707292
2009,209,12,9.012756876
2009,209,13,9.400201944
2009,209,14,9.500378388
2009,209,15,9.017060916
2009,209,16,8.76457902
2009,209,17,7.735789872
2009,209,18,5.861727432
2009,209,19,2.947967532
2009,209,20,1.373211684
2009,209,21,0.928640184
2009,209,22,0.662950464
2009,209,23,0.491353776
2009,209,24,0.392406132
2009,210,1,0.178460976
2009,210,2,0.146312244
2009,210,3,0.118922808
2009,210,4,0.08450046
2009,210,5,0.071390388
2009,210,6,0.043222812
2009,210,7,0.052265784
2009,210,8,0.8966028
2009,210,9,4.123394616
2009,210,10,6.5763579
2009,210,11,8.052699408
2009,210,12,8.70352758
2009,210,13,5.145249132
2009,210,14,3.507621072
2009,210,15,6.477383844
2009,210,16,7.841946348
2009,210,17,6.504624528
2009,210,18,5.14956966
2009,210,19,3.010285236
2009,210,20,1.483624452
2009,210,21,1.003074588
2009,210,22,0.730594656
2009,210,23,0.571249092
2009,210,24,0.474242292
2009,211,1,0.11515386
2009,211,2,0.089593848
2009,211,3,0.07492608
2009,211,4,0.103307016
2009,211,5,0.094325724
2009,211,6,0.04912782
2009,211,7,0.353959884
2009,211,8,1.665526668
2009,211,9,3.748510116
2009,211,10,6.03457638
2009,211,11,7.125506784
2009,211,12,7.783961268
2009,211,13,7.747723488
2009,211,14,7.796170896
2009,211,15,7.539129072
2009,211,16,7.243144848
2009,211,17,6.395396532
2009,211,18,4.595936112
2009,211,19,2.74823088
2009,211,20,1.736192568
2009,211,21,0.98031432
2009,211,22,0.587080752
2009,211,23,0.335050908
2009,211,24,0.19340268
2009,212,1,0.350173272
2009,212,2,0.348896724
2009,212,3,0.464480436
2009,212,4,0.440079576
2009,212,5,0.367804896
2009,212,6,0.3366657
2009,212,7,0.91734126
2009,212,8,2.892322944
2009,212,9,5.076202248
2009,212,10,6.620885652
2009,212,11,7.5669312
2009,212,12,8.155783224
2009,212,13,8.475029664
2009,212,14,8.370060516
2009,212,15,8.149513116
2009,212,16,7.756530072
2009,212,17,5.351750136
2009,212,18,3.21076746
2009,212,19,2.018854164
2009,212,20,1.02934662
2009,212,21,0.415328424
2009,212,22,0.176348604
2009,212,23,0.06733374
2009,212,24,0.016121448
2009,213,1,0.131765508
2009,213,2,0.098468052
2009,213,3,0.079535424
2009,213,4,0.071348496
2009,213,5,0.053545836
2009,213,6,0.032021784
2009,213,7,0.01707078
2009,213,8,0.02322324
2009,213,9,0.066091008
2009,213,10,0.595323756
2009,213,11,3.592481988
2009,213,12,5.606781756
2009,213,13,6.227073648
2009,213,14,7.464380184
2009,213,15,8.18943588
2009,213,16,8.260566732
2009,213,17,6.85746372
2009,213,18,3.317602956
2009,213,19,1.19541078
2009,213,20,0.668136444
2009,213,21,0.425568024
2009,213,22,0.291494616
2009,213,23,0.216187116
2009,213,24,0.172192116
2009,214,1,0.08149104
2009,214,2,0.068786592
2009,214,3,0.06735882
2009,214,4,0.064694424
2009,214,5,0.057995508
2009,214,6,0.045450612
2009,214,7,0.039165924
2009,214,8,0.224867316
2009,214,9,1.235894544
2009,214,10,4.201185036
2009,214,11,6.397922172
2009,214,12,7.587877476
2009,214,13,4.457960712
2009,214,14,1.902795276
2009,214,15,1.52146338
2009,214,16,1.545934128
2009,214,17,1.28998992
2009,214,18,1.03164396
2009,214,19,0.75847986
2009,214,20,0.610118268
2009,214,21,0.511324872
2009,214,22,0.442446264
2009,214,23,0.405761844
2009,214,24,0.36595272
2009,215,1,0.1932225
2009,215,2,0.157651032
2009,215,3,0.117341508
2009,215,4,0.088354008
2009,215,5,0.066539604
2009,215,6,0.057410208
2009,215,7,0.051040056
2009,215,8,0.081644556
2009,215,9,0.318416856
2009,215,10,1.542630492
2009,215,11,5.546822616
2009,215,12,7.771528188
2009,215,13,7.43077338
2009,215,14,7.735577796
2009,215,15,7.480513824
2009,215,16,5.889886272
2009,215,17,4.478316396
2009,215,18,3.779017392
2009,215,19,3.109043688
2009,215,20,1.472620068
2009,215,21,0.687742608
2009,215,22,0.348917184
2009,215,23,0.185022768
2009,215,24,0.09596328
2009,216,1,0.22899414
2009,216,2,0.174431184
2009,216,3,0.115001868
2009,216,4,0.085821528
2009,216,5,0.065561676
2009,216,6,0.044587872
2009,216,7,0.037124328
2009,216,8,0.052506348
2009,216,9,0.473710848
2009,216,10,3.889330896
2009,216,11,6.939677148
2009,216,12,8.820084084
2009,216,13,9.7780791
2009,216,14,9.54424452
2009,216,15,9.251957472
2009,216,16,8.373319212
2009,216,17,8.058170496
2009,216,18,6.745306584
2009,216,19,4.324328352
2009,216,20,2.618793276
2009,216,21,1.771230948
2009,216,22,1.119618648
2009,216,23,0.759465528
2009,216,24,0.529283292
2009,217,1,0.23175678
2009,217,2,0.160473312
2009,217,3,0.1180464
2009,217,4,0.0852702
2009,217,5,0.075714528
2009,217,6,0.075171816
2009,217,7,0.087944004
2009,217,8,0.962254572
2009,217,9,4.411574412
2009,217,10,6.470132976
2009,217,11,7.805028948
2009,217,12,8.194605624
2009,217,13,8.808107676
2009,217,14,8.094399444
2009,217,15,7.195240368
2009,217,16,7.395895872
2009,217,17,6.724572408
2009,217,18,5.58928194
2009,217,19,3.260235396
2009,217,20,1.803649824
2009,217,21,1.107889884
2009,217,22,0.640566132
2009,217,23,0.423601116
2009,217,24,0.267734376
2009,218,1,0.24248922
2009,218,2,0.184722228
2009,218,3,0.1510227
2009,218,4,0.102473364
2009,218,5,0.0529317
2009,218,6,0.033147624
2009,218,7,0.02504658
2009,218,8,0.595157892
2009,218,9,3.15474204
2009,218,10,5.677402752
2009,218,11,6.778740324
2009,218,12,7.84910232
2009,218,13,5.472989004
2009,218,14,3.053104968
2009,218,15,1.854482784
2009,218,16,1.77459264
2009,218,17,1.146906768
2009,218,18,0.778079676
2009,218,19,0.844605696
2009,218,20,0.785232156
2009,218,21,0.551098008
2009,218,22,0.667482408
2009,218,23,0.577093896
2009,218,24,0.429768696
2009,219,1,0.274347636
2009,219,2,0.2078094
2009,219,3,0.160325232
2009,219,4,0.134721912
2009,219,5,0.108158868
2009,219,6,0.09365178
2009,219,7,0.060807288
2009,219,8,0.067729764
2009,219,9,1.34295192
2009,219,10,5.30358354
2009,219,11,7.787119284
2009,219,12,8.917395708
2009,219,13,9.40132296
2009,219,14,9.291815304
2009,219,15,8.680693044
2009,219,16,8.123249916
2009,219,17,7.266715632
2009,219,18,5.239095324
2009,219,19,2.86436526
2009,219,20,1.467434568
2009,219,21,0.960308448
2009,219,22,0.736207812
2009,219,23,0.647274828
2009,219,24,0.548171868
2009,220,1,0.356131164
2009,220,2,0.225894204
2009,220,3,0.145277184
2009,220,4,0.082058616
2009,220,5,0.04193082
2009,220,6,0.027865932
2009,220,7,0.0336936
2009,220,8,0.506499156
2009,220,9,3.936241308
2009,220,10,6.249448272
2009,220,11,6.944153916
2009,220,12,8.551046832
2009,220,13,7.913933184
2009,220,14,8.284910808
2009,220,15,8.61771954
2009,220,16,7.742593224
2009,220,17,6.609218556
2009,220,18,5.429407848
2009,220,19,3.622871016
2009,220,20,2.005404876
2009,220,21,1.23617112
2009,220,22,0.821937324
2009,220,23,0.586579872
2009,220,24,0.482661372
2009,221,1,0.15399786
2009,221,2,0.08634432
2009,221,3,0.047115096
2009,221,4,0.038984328
2009,221,5,0.022458612
2009,221,6,0.01153902
2009,221,7,0.215983644
2009,221,8,2.062731384
2009,221,9,4.796100072
2009,221,10,6.642626676
2009,221,11,7.707868128
2009,221,12,8.304957864
2009,221,13,8.43694098
2009,221,14,8.302875576
2009,221,15,7.988844276
2009,221,16,7.56346416
2009,221,17,6.826941852
2009,221,18,5.52714636
2009,221,19,3.670426068
2009,221,20,1.82111562
2009,221,21,0.967400976
2009,221,22,0.639589416
2009,221,23,0.437294124
2009,221,24,0.29930574
2009,222,1,0.048709704
2009,222,2,0.119212788
2009,222,3,0.123575472
2009,222,4,0.120621672
2009,222,5,0.090059028
2009,222,6,0.060743292
2009,222,7,0.456156036
2009,222,8,2.156310264
2009,222,9,4.12303272
2009,222,10,5.705315544
2009,222,11,6.681284772
2009,222,12,7.226442036
2009,222,13,7.332266256
2009,222,14,7.251200124
2009,222,15,6.900366348
2009,222,16,6.660658356
2009,222,17,5.932665072
2009,222,18,4.761252612
2009,222,19,2.700116964
2009,222,20,1.100743644
2009,222,21,0.551278392
2009,222,22,0.325659168
2009,222,23,0.142643472
2009,222,24,0.140916552
2009,223,1,0.417321108
2009,223,2,0.439010052
2009,223,3,0.348349152
2009,223,4,0.291708564
2009,223,5,0.246676224
2009,223,6,0.196149924
2009,223,7,0.461940156
2009,223,8,1.943375676
2009,223,9,4.057834488
2009,223,10,5.714968212
2009,223,11,6.714960408
2009,223,12,7.164343332
2009,223,13,7.282043544
2009,223,14,7.095801804
2009,223,15,6.731029476
2009,223,16,5.730365892
2009,223,17,5.691718596
2009,223,18,4.714272792
2009,223,19,2.813904168
2009,223,20,1.640297532
2009,223,21,0.975849996
2009,223,22,0.507446532
2009,223,23,0.224931936
2009,223,24,0.060053184
2009,224,1,0.35159202
2009,224,2,0.234180708
2009,224,3,0.153784956
2009,224,4,0.098605188
2009,224,5,0.062217552
2009,224,6,0.037270788
2009,224,7,0.021298656
2009,224,8,0.275826672
2009,224,9,2.03497968
2009,224,10,4.939469988
2009,224,11,6.874305492
2009,224,12,7.360536048
2009,224,13,8.207210076
2009,224,14,7.313500992
2009,224,15,4.854439116
2009,224,16,2.9117784
2009,224,17,1.9979691
2009,224,18,1.403379912
2009,224,19,1.020959196
2009,224,20,0.732363048
2009,224,21,0.532319652
2009,224,22,0.407913168
2009,224,23,0.3277107
2009,224,24,0.278442048
2009,225,1,0.08554518
2009,225,2,0.064119348
2009,225,3,0.048626976
2009,225,4,0.036295104
2009,225,5,0.03697506
2009,225,6,0.031044084
2009,225,7,0.031462464
2009,225,8,0.066886416
2009,225,9,0.165701592
2009,225,10,0.26541954
2009,225,11,1.023446484
2009,225,12,3.096504576
2009,225,13,3.98325954
2009,225,14,2.861074104
2009,225,15,1.464633396
2009,225,16,3.303948108
2009,225,17,3.40505634
2009,225,18,2.802172008
2009,225,19,1.423050852
2009,225,20,0.692926404
2009,225,21,0.47623374
2009,225,22,0.611926452
2009,225,23,0.49473354
2009,225,24,0.335695584
2009,226,1,0.226805424
2009,226,2,0.14434434
2009,226,3,0.102863724
2009,226,4,0.080002068
2009,226,5,0.07448664
2009,226,6,0.05963856
2009,226,7,0.053236692
2009,226,8,0.081289716
2009,226,9,0.195773772
2009,226,10,1.216513968
2009,226,11,2.392655436
2009,226,12,1.39234074
2009,226,13,1.05339726
2009,226,14,2.446991364
2009,226,15,3.928257588
2009,226,16,2.919935652
2009,226,17,2.489864028
2009,226,18,1.689923364
2009,226,19,1.21920024
2009,226,20,0.823378452
2009,226,21,0.518852292
2009,226,22,0.351170484
2009,226,23,0.299270016
2009,226,24,0.219927444
2009,227,1,0.152891268
2009,227,2,0.13203762
2009,227,3,0.118182708
2009,227,4,0.107610708
2009,227,5,0.089842308
2009,227,6,0.064567296
2009,227,7,0.057410172
2009,227,8,0.414870384
2009,227,9,1.938832464
2009,227,10,4.741724568
2009,227,11,7.058232828
2009,227,12,7.95123714
2009,227,13,7.595072736
2009,227,14,7.463955348
2009,227,15,7.597355868
2009,227,16,6.430526676
2009,227,17,5.793312276
2009,227,18,3.825883668
2009,227,19,2.50087146
2009,227,20,1.080821748
2009,227,21,0.502952184
2009,227,22,0.254671464
2009,227,23,0.128236644
2009,227,24,0.054611988
2009,228,1,0.243499044
2009,228,2,0.19682874
2009,228,3,0.140625984
2009,228,4,0.10889826
2009,228,5,0.07757436
2009,228,6,0.055250112
2009,228,7,0.039776904
2009,228,8,0.178841136
2009,228,9,3.275639388
2009,228,10,6.8891484
2009,228,11,7.592471808
2009,228,12,8.73959088
2009,228,13,9.277232112
2009,228,14,9.039634824
2009,228,15,9.165093432
2009,228,16,8.359160352
2009,228,17,7.27795026
2009,228,18,5.031185376
2009,228,19,3.247366164
2009,228,20,1.829220984
2009,228,21,1.141228188
2009,228,22,0.775368732
2009,228,23,0.53570682
2009,228,24,0.389651064
2009,229,1,0.259163712
2009,229,2,0.210063456
2009,229,3,0.156139044
2009,229,4,0.11926992
2009,229,5,0.089909064
2009,229,6,0.061665852
2009,229,7,0.02946702
2009,229,8,0.21076302
2009,229,9,3.177999276
2009,229,10,6.967891752
2009,229,11,8.47307454
2009,229,12,9.557710632
2009,229,13,9.7070007
2009,229,14,9.508902168
2009,229,15,9.180902208
2009,229,16,8.734318752
2009,229,17,7.846345284
2009,229,18,5.902647312
2009,229,19,3.040737564
2009,229,20,1.666657584
2009,229,21,0.97302426
2009,229,22,0.69503484
2009,229,23,0.53804418
2009,229,24,0.419006244
2009,230,1,0.163899264
2009,230,2,0.119520144
2009,230,3,0.089878776
2009,230,4,0.071573076
2009,230,5,0.042758472
2009,230,6,0.02455176
2009,230,7,0.013013652
2009,230,8,0.353067132
2009,230,9,3.891425724
2009,230,10,6.956780532
2009,230,11,8.306119692
2009,230,12,9.198710892
2009,230,13,9.42821556
2009,230,14,8.742891528
2009,230,15,8.548012104
2009,230,16,7.637195448
2009,230,17,7.262784948
2009,230,18,5.869226892
2009,230,19,3.795344736
2009,230,20,2.068492092
2009,230,21,1.206090852
2009,230,22,0.770261652
2009,230,23,0.51240468
2009,230,24,0.3516357
2009,231,1,0.242309904
2009,231,2,0.167031336
2009,231,3,0.129640164
2009,231,4,0.083007912
2009,231,5,0.067435152
2009,231,6,0.049840656
2009,231,7,0.041242104
2009,231,8,0.49522944
2009,231,9,4.100109048
2009,231,10,6.810295032
2009,231,11,8.030387172
2009,231,12,8.767471524
2009,231,13,9.132993468
2009,231,14,8.95582254
2009,231,15,8.683456176
2009,231,16,8.160269928
2009,231,17,7.345274124
2009,231,18,6.022386996
2009,231,19,3.749404944
2009,231,20,1.935587352
2009,231,21,1.311634296
2009,231,22,0.89937894
2009,231,23,0.628990644
2009,231,24,0.460654152
2009,232,1,0.220621884
2009,232,2,0.13482558
2009,232,3,0.100300668
2009,232,4,0.078522852
2009,232,5,0.056338488
2009,232,6,0.065131524
2009,232,7,0.050592876
2009,232,8,0.728324736
2009,232,9,4.229493948
2009,232,10,6.606546348
2009,232,11,7.862163312
2009,232,12,8.34132468
2009,232,13,8.530839468
2009,232,14,8.78417712
2009,232,15,8.520062748
2009,232,16,8.186470512
2009,232,17,7.220566428
2009,232,18,6.011649168
2009,232,19,3.490944816
2009,232,20,1.984354932
2009,232,21,1.12395792
2009,232,22,0.735717024
2009,232,23,0.508063224
2009,232,24,0.344412024
2009,233,1,0.221495316
2009,233,2,0.1478268
2009,233,3,0.09950406
2009,233,4,0.061574184
2009,233,5,0.05236476
2009,233,6,0.038471424
2009,233,7,0.039556056
2009,233,8,0.609309864
2009,233,9,3.712399956
2009,233,10,6.624128832
2009,233,11,8.103000864
2009,233,12,8.625480768
2009,233,13,8.00715612
2009,233,14,8.017671852
2009,233,15,6.740423796
2009,233,16,3.354269784
2009,233,17,6.018848364
2009,233,18,5.432022684
2009,233,19,3.148223772
2009,233,20,1.240879188
2009,233,21,0.605957052
2009,233,22,0.34664142
2009,233,23,0.197591964
2009,233,24,0.108137868
2009,234,1,0.159843276
2009,234,2,0.131034156
2009,234,3,0.114552216
2009,234,4,0.097017132
2009,234,5,0.081026232
2009,234,6,0.062138904
2009,234,7,0.076252128
2009,234,8,0.201108552
2009,234,9,2.475699264
2009,234,10,6.129878484
2009,234,11,7.364407944
2009,234,12,7.903280004
2009,234,13,8.60352756
2009,234,14,8.32166106
2009,234,15,6.160567752
2009,234,16,2.758024536
2009,234,17,1.554625296
2009,234,18,1.212675252
2009,234,19,0.962884572
2009,234,20,0.719982684
2009,234,21,0.60405336
2009,234,22,0.510651096
2009,234,23,0.410132424
2009,234,24,0.38237376
